"No.","Time","Source","Destination","Protocol","Length","Info"
"1336","9.719643177","192.168.126.128","10.136.28.34","TCP","54","58096  >  6666 [FIN] Seq=1 Win=1024 Len=0"
"1337","9.719756289","192.168.126.128","10.136.28.34","TCP","54","58096  >  64680 [FIN] Seq=1 Win=1024 Len=0"
"1338","9.719866766","192.168.126.128","10.136.28.34","TCP","54","58096  >  10616 [FIN] Seq=1 Win=1024 Len=0"
"1339","9.719976011","192.168.126.128","10.136.28.34","TCP","54","58096  >  1007 [FIN] Seq=1 Win=1024 Len=0"
"1340","9.720080867","192.168.126.128","10.136.28.34","TCP","54","58096  >  1034 [FIN] Seq=1 Win=1024 Len=0"
"1341","9.720191184","192.168.126.128","10.136.28.34","TCP","54","58096  >  990 [FIN] Seq=1 Win=1024 Len=0"
"1342","9.722889524","192.168.126.128","10.136.28.34","TCP","54","58096  >  8002 [FIN] Seq=1 Win=1024 Len=0"
"1343","9.723136477","192.168.126.128","10.136.28.34","TCP","54","58096  >  51493 [FIN] Seq=1 Win=1024 Len=0"
"1344","9.723550474","192.168.126.128","10.136.28.34","TCP","54","58096  >  49175 [FIN] Seq=1 Win=1024 Len=0"
"1345","9.723750178","192.168.126.128","10.136.28.34","TCP","54","58096  >  6009 [FIN] Seq=1 Win=1024 Len=0"
"1346","9.723864683","192.168.126.128","10.136.28.34","TCP","54","58096  >  9485 [FIN] Seq=1 Win=1024 Len=0"
"1347","9.723968027","192.168.126.128","10.136.28.34","TCP","54","58096  >  15002 [FIN] Seq=1 Win=1024 Len=0"
"1348","9.724071431","192.168.126.128","10.136.28.34","TCP","54","58096  >  720 [FIN] Seq=1 Win=1024 Len=0"
"1349","9.724174314","192.168.126.128","10.136.28.34","TCP","54","58096  >  6667 [FIN] Seq=1 Win=1024 Len=0"
"1350","9.724277467","192.168.126.128","10.136.28.34","TCP","54","58096  >  9207 [FIN] Seq=1 Win=1024 Len=0"
"1351","9.724380771","192.168.126.128","10.136.28.34","TCP","54","58096  >  32778 [FIN] Seq=1 Win=1024 Len=0"
"1352","9.724486669","192.168.126.128","10.136.28.34","TCP","54","58096  >  1080 [FIN] Seq=1 Win=1024 Len=0"
"1353","9.724590935","192.168.126.128","10.136.28.34","TCP","54","58096  >  5907 [FIN] Seq=1 Win=1024 Len=0"
"1354","9.724694239","192.168.126.128","10.136.28.34","TCP","54","58096  >  20222 [FIN] Seq=1 Win=1024 Len=0"
"1355","9.724798755","192.168.126.128","10.136.28.34","TCP","54","58096  >  6510 [FIN] Seq=1 Win=1024 Len=0"
"1356","9.727556666","192.168.126.128","10.136.28.34","TCP","54","58096  >  32773 [FIN] Seq=1 Win=1024 Len=0"
"1357","9.727890092","192.168.126.128","10.136.28.34","TCP","54","58096  >  1035 [FIN] Seq=1 Win=1024 Len=0"
"1358","9.728221994","192.168.126.128","10.136.28.34","TCP","54","58096  >  2718 [FIN] Seq=1 Win=1024 Len=0"
"1359","9.728541102","192.168.126.128","10.136.28.34","TCP","54","58096  >  5631 [FIN] Seq=1 Win=1024 Len=0"
"1360","9.728822059","192.168.126.128","10.136.28.34","TCP","54","58096  >  7002 [FIN] Seq=1 Win=1024 Len=0"
"1361","9.728926615","192.168.126.128","10.136.28.34","TCP","54","58096  >  64623 [FIN] Seq=1 Win=1024 Len=0"
"1362","9.729033857","192.168.126.128","10.136.28.34","TCP","54","58096  >  9010 [FIN] Seq=1 Win=1024 Len=0"
"1363","9.729137441","192.168.126.128","10.136.28.34","TCP","54","58096  >  10024 [FIN] Seq=1 Win=1024 Len=0"
"1364","9.729244692","192.168.126.128","10.136.28.34","TCP","54","58096  >  30000 [FIN] Seq=1 Win=1024 Len=0"
"1365","9.729347565","192.168.126.128","10.136.28.34","TCP","54","58096  >  6668 [FIN] Seq=1 Win=1024 Len=0"
